library,dependency,type
berkano:berkano-sample:20050809.143823,odmg:odmg:3.0,Compile
berkano:berkano-sample:20050809.143823,berkano:berkano-bookmarks:SNAPSHOT,Compile
berkano:berkano-sample:20050809.143823,commons-lang:commons-lang:2.0,Compile
berkano:berkano-sample:20050809.143823,commons-collections:commons-collections:3.1,Compile
berkano:berkano-sample:20050809.143823,cglib:cglib:2.0.2,Compile
berkano:berkano-sample:20050809.143823,xstream:xstream:1.1.2,Compile
berkano:berkano-sample:20050809.143823,xpp3:xpp3:1.1.3.3,Compile
berkano:berkano-sample:20050809.143823,javax.activation:activation:1.0.2,Compile
berkano:berkano-sample:20050809.143823,javamail:javamail:1.3.2,Compile
berkano:berkano-sample:20050809.143823,log4j:log4j:1.2.8,Compile
berkano:berkano-sample:20050809.143823,commons-logging:commons-logging:1.0.4,Compile
berkano:berkano-sample:20050809.143823,commons-codec:commons-codec:1.3,Compile
berkano:berkano-sample:20050809.143823,berkano:berkano-seraph:SNAPSHOT,Compile
berkano:berkano-sample:20050809.143823,jta:jta:1.0.1B,Compile
berkano:berkano-sample:20050901.194056,nanocontainer:nanocontainer:1.0-RC-1,Compile
berkano:berkano-sample:20050901.194056,xmlunit:xmlunit:1.0,Compile
berkano:berkano-sample:20050901.194056,jetty:jetty:4.2.9,Compile
berkano:berkano-sample:20050901.194056,javax.servlet:servlet-api:2.4-20040521,Compile
berkano:berkano-sample:20050901.194056,jspapi:jsp-api:2.0-20040521,Compile
berkano:berkano-sample:20050901.194056,picocontainer:picocontainer:1.2-beta-1,Compile
berkano:berkano-sample:20050901.194056,nanocontainer:nanocontainer-persistence:1.0-SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,tomcat:jasper-runtime:5.5.4,Compile
berkano:berkano-sample:20050901.194056,groovy:groovy:1.0-beta-7,Compile
berkano:berkano-sample:20050901.194056,berkano:berkano-seraph:SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,berkano:berkano-user-mgt-webwork:SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,commons-codec:commons-codec:1.3,Compile
berkano:berkano-sample:20050901.194056,log4j:log4j:1.2.8,Compile
berkano:berkano-sample:20050901.194056,httpunit:httpunit:1.6,Compile
berkano:berkano-sample:20050901.194056,tomcat:jasper-compiler:5.5.4,Compile
berkano:berkano-sample:20050901.194056,org.hibernate:hibernate:3.0.5,Compile
berkano:berkano-sample:20050901.194056,dom4j:dom4j:1.5.2,Compile
berkano:berkano-sample:20050901.194056,odmg:odmg:3.0,Compile
berkano:berkano-sample:20050901.194056,cglib:cglib:2.0.2,Compile
berkano:berkano-sample:20050901.194056,commons-lang:commons-lang:2.0,Compile
berkano:berkano-sample:20050901.194056,commons-collections:commons-collections:3.1,Compile
berkano:berkano-sample:20050901.194056,jta:jta:1.0.1B,Compile
berkano:berkano-sample:20050901.194056,xstream:xstream:1.1.2,Compile
berkano:berkano-sample:20050901.194056,xpp3:xpp3:1.1.3.3,Compile
berkano:berkano-sample:20050901.194056,javax.activation:activation:1.0.2,Compile
berkano:berkano-sample:20050901.194056,javamail:javamail:1.3.2,Compile
berkano:berkano-sample:20050901.194056,berkano:berkano-user:SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,berkano:berkano-bookmarks:SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,commons-logging:commons-logging:1.0.4,Compile
berkano:berkano-sample:20050901.194056,commons-fileupload:commons-fileupload:1.0,Compile
berkano:berkano-sample:20050901.194056,asm:asm:1.4.3,Compile
berkano:berkano-sample:20050901.194056,asm:asm-util:1.4.3,Compile
berkano:berkano-sample:20050901.194056,opensymphony:oscore:2.2.4,Compile
berkano:berkano-sample:20050901.194056,opensymphony:webwork:2.1.7,Compile
berkano:berkano-sample:20050901.194056,opensymphony:xwork:1.0.5,Compile
berkano:berkano-sample:20050901.194056,berkano:berkano-util:SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,nanocontainer:nanocontainer-nanowar:1.0-RC-1,Compile
berkano:berkano-sample:20050901.194056,freemarker:freemarker:2.3.3,Compile
berkano:berkano-sample:20050901.194056,ognl:ognl:2.6.5,Compile
berkano:berkano-sample:20050901.194056,berkano:seraph:0.7.7-berkano-SNAPSHOT,Compile
berkano:berkano-sample:20050901.194056,velocity:velocity:1.3.1,Compile
berkano:berkano-sample:20050901.194056,commons-email:commons-email:SNAPSHOT,Compile
br.com.caelum:vraptor:3.1.3,taglibs:standard:1.1.2,Compile
br.com.caelum:vraptor:3.1.3,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.1.3,org.aspectj:aspectjrt:1.6.0,Compile
br.com.caelum:vraptor:3.1.3,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.1.3,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.1.3,com.google.collections:google-collections:1.0,Compile
br.com.caelum:vraptor:3.1.3,javax.servlet:jstl:1.1.0,Compile
br.com.caelum:vraptor:3.1.3,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.1.3,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.1.3,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.1.3,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.1.3,br.com.caelum:iogi:0.8.1,Compile
br.com.caelum:vraptor:3.1.3,org.slf4j:slf4j-api:1.5.6,Compile
br.com.caelum:vraptor:3.1.3,org.springframework:spring:2.5.5,Compile
br.com.caelum:vraptor:3.1.3,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.1.3,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.1.3,commons-vfs:commons-vfs:1.0,Compile
br.com.caelum:vraptor:3.1.3,dom4j:dom4j:1.6.1,Compile
br.com.caelum:vraptor:3.1.3,org.hamcrest:hamcrest-all:1.2RC3,Compile
br.com.caelum:vraptor:3.1.3,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.1.3,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.1.3,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.1.3,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.1.3,org.slf4j:slf4j-log4j12:1.5.6,Compile
br.com.caelum:vraptor:3.1.3,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.1.3,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.1.3,org.picocontainer:picocontainer:2.8,Compile
br.com.caelum:vraptor:3.1.3,org.reflections:reflections:0.9.4,Compile
br.com.caelum:vraptor:3.1.3,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.1.3,org.vraptor:vraptor:2.6.2,Compile
br.com.caelum:vraptor:3.1.3,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.2.0,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.2.0,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.2.0,org.vraptor:vraptor:2.6.2,Compile
br.com.caelum:vraptor:3.2.0,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.2.0,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.2.0,com.google.code.guice:guice:3.0,Compile
br.com.caelum:vraptor:3.2.0,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.2.0,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.2.0,com.google.guava:guava:r07,Compile
br.com.caelum:vraptor:3.2.0,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.2.0,org.picocontainer:picocontainer:2.8,Compile
br.com.caelum:vraptor:3.2.0,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.2.0,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.2.0,com.google.code.guice:guice-multibindings:3.0,Compile
br.com.caelum:vraptor:3.2.0,org.springframework:spring:2.5.6,Compile
br.com.caelum:vraptor:3.2.0,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.2.0,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.2.0,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.2.0,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.2.0,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.2.0,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.2.0,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.2.0,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.2.0,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.2.0,br.com.caelum:iogi:0.8.1,Compile
br.com.caelum:vraptor:3.2.0,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.2.0,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.2.0,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.2.0,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.2.0,org.hamcrest:hamcrest-all:1.2RC3,Compile
br.com.caelum:vraptor:3.2.0,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.3.0,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.3.0,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.3.0,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.3.0,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.3.0,com.google.guava:guava:r07,Compile
br.com.caelum:vraptor:3.3.0,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.3.0,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.3.0,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,org.picocontainer:picocontainer:2.8,Compile
br.com.caelum:vraptor:3.3.0,com.google.inject:guice:3.0-rc2,Compile
br.com.caelum:vraptor:3.3.0,com.google.inject.extensions:guice-multibindings:3.0-rc2,Compile
br.com.caelum:vraptor:3.3.0,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.3.0,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-aop:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.0,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.3.0,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.3.0,jfree:jfreechart:1.0.12,Compile
br.com.caelum:vraptor:3.3.0,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.3.0,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.3.0,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.3.0,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.3.0,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.3.0,br.com.caelum:iogi:0.8.1,Compile
br.com.caelum:vraptor:3.3.0,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.3.0,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.3.0,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.3.0,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.3.0,org.hamcrest:hamcrest-all:1.2RC3,Compile
br.com.caelum:vraptor:3.3.0,org.vraptor:vraptor:2.6.2,Compile
br.com.caelum:vraptor:3.3.0,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.3.0,jersey:jersey-server:1,Compile
br.com.caelum:vraptor:3.3.0,jersey:jersey-core:1,Compile
br.com.caelum:vraptor:3.3.0,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.3.0,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.3.1,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.3.1,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.3.1,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.3.1,com.google.guava:guava:r07,Compile
br.com.caelum:vraptor:3.3.1,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.3.1,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.3.1,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-aop:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.3.1,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.3.1,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.3.1,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.3.1,br.com.caelum:iogi:0.8.1,Compile
br.com.caelum:vraptor:3.3.1,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.3.1,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.3.1,org.hamcrest:hamcrest-all:1.2RC3,Compile
br.com.caelum:vraptor:3.3.1,org.vraptor:vraptor:2.6.2,Compile
br.com.caelum:vraptor:3.3.1,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.3.1,jersey:jersey-server:1,Compile
br.com.caelum:vraptor:3.3.1,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.3.1,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.3.1,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.3.1,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.3.1,org.picocontainer:picocontainer:2.8,Compile
br.com.caelum:vraptor:3.3.1,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.3.1,com.google.inject.extensions:guice-multibindings:3.0-rc2,Compile
br.com.caelum:vraptor:3.3.1,com.google.inject:guice:3.0-rc2,Compile
br.com.caelum:vraptor:3.3.1,jfree:jfreechart:1.0.12,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,jersey:jersey-core:1,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.3.1,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.3.1,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.3.1,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.3.1,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,org.springframework:spring-aop:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.0,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.4.0,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.4.0,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.4.0,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.4.0,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.4.0,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.4.0,com.google.guava:guava:r07,Compile
br.com.caelum:vraptor:3.4.0,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.4.0,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.4.0,com.google.inject:guice:3.0-rc2,Compile
br.com.caelum:vraptor:3.4.0,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.4.0,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.4.0,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.4.0,org.hamcrest:hamcrest-all:1.2RC3,Compile
br.com.caelum:vraptor:3.4.0,com.google.inject.extensions:guice-multibindings:3.0-rc2,Compile
br.com.caelum:vraptor:3.4.0,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.4.0,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.4.0,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.4.0,br.com.caelum:iogi:0.8.2,Compile
br.com.caelum:vraptor:3.4.0,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.4.0,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.4.0,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.4.0,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.4.0,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.4.0,jfree:jfreechart:1.0.12,Compile
br.com.caelum:vraptor:3.4.0,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.4.0,org.picocontainer:picocontainer:2.8,Compile
br.com.caelum:vraptor:3.4.0,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.4.0,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.4.0,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.4.1,com.thoughtworks.paranamer:paranamer:2.2,Compile
br.com.caelum:vraptor:3.4.1,org.objenesis:objenesis:1.1,Compile
br.com.caelum:vraptor:3.4.1,com.google.guava:guava:r07,Compile
br.com.caelum:vraptor:3.4.1,net.vidageek:mirror:1.5.1,Compile
br.com.caelum:vraptor:3.4.1,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.4.1,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.4.1,cglib:cglib-nodep:2.1_3,Compile
br.com.caelum:vraptor:3.4.1,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,br.com.caelum:iogi:0.9.1,Compile
br.com.caelum:vraptor:3.4.1,jfree:jfreechart:1.0.12,Compile
br.com.caelum:vraptor:3.4.1,org.springframework:spring-aop:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.4.1,org.hibernate:hibernate-validator:3.1.0.GA,Compile
br.com.caelum:vraptor:3.4.1,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.4.1,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.4.1,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.4.1,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.4.1,org.hamcrest:hamcrest-core:1.2,Compile
br.com.caelum:vraptor:3.4.1,org.hamcrest:hamcrest-library:1.2,Compile
br.com.caelum:vraptor:3.4.1,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.4.1,org.hibernate:hibernate-annotations:3.3.1.GA,Compile
br.com.caelum:vraptor:3.4.1,org.hibernate:hibernate:3.2.0.ga,Compile
br.com.caelum:vraptor:3.4.1,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.4.1,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.4.1,org.picocontainer:picocontainer:2.13.6,Compile
br.com.caelum:vraptor:3.4.1,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.4.1,com.google.inject.extensions:guice-multibindings:3.0,Compile
br.com.caelum:vraptor:3.4.1,com.google.inject:guice:3.0,Compile
br.com.caelum:vraptor:3.4.1,org.hibernate:hibernate-validator:4.0.2.GA,Compile
br.com.caelum:vraptor:3.4.1,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.5.0,org.picocontainer:picocontainer:2.13.6,Compile
br.com.caelum:vraptor:3.5.0,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.5.0,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.5.0,org.hibernate:hibernate-core:3.6.6.Final,Compile
br.com.caelum:vraptor:3.5.0,commons-fileupload:commons-fileupload:1.2.1,Compile
br.com.caelum:vraptor:3.5.0,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.5.0,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.5.0,commons-io:commons-io:1.3.2,Compile
br.com.caelum:vraptor:3.5.0,org.hamcrest:hamcrest-core:1.2,Compile
br.com.caelum:vraptor:3.5.0,org.hamcrest:hamcrest-library:1.2,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,org.hibernate:hibernate-validator:4.2.0.Final,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,javax.validation:validation-api:1.0.0.GA,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,com.google.inject.extensions:guice-multibindings:3.0,Compile
br.com.caelum:vraptor:3.5.0,javax.inject:javax.inject:1,Compile
br.com.caelum:vraptor:3.5.0,aopalliance:aopalliance:1.0,Compile
br.com.caelum:vraptor:3.5.0,com.google.inject:guice:3.0,Compile
br.com.caelum:vraptor:3.5.0,com.thoughtworks.xstream:xstream:1.3.1,Compile
br.com.caelum:vraptor:3.5.0,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.5.0,com.thoughtworks.paranamer:paranamer:2.5.2,Compile
br.com.caelum:vraptor:3.5.0,org.objenesis:objenesis:1.3,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,net.vidageek:mirror:1.6.1,Compile
br.com.caelum:vraptor:3.5.0,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.5.0,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.5.0,com.google.code.gson:gson:2.2.1,Compile
br.com.caelum:vraptor:3.5.0,br.com.caelum:iogi:0.9.2,Compile
br.com.caelum:vraptor:3.5.0,ognl:ognl:2.7.3,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-aop:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.0,javassist:javassist:3.12.1.GA,Compile
br.com.caelum:vraptor:3.5.0,com.google.guava:guava:11.0.2,Compile
br.com.caelum:vraptor:3.5.0,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,org.hibernate:hibernate-core:3.6.6.Final,Compile
br.com.caelum:vraptor:3.5.1,xpp3:xpp3_min:1.1.4c,Compile
br.com.caelum:vraptor:3.5.1,org.codehaus.jettison:jettison:1.2,Compile
br.com.caelum:vraptor:3.5.1,org.picocontainer:picocontainer:2.13.6,Compile
br.com.caelum:vraptor:3.5.1,org.aspectj:aspectjrt:1.6.9,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-web:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-expression:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,javax.validation:validation-api:1.1.0.Final,Compile
br.com.caelum:vraptor:3.5.1,br.com.caelum:iogi:0.9.2,Compile
br.com.caelum:vraptor:3.5.1,javassist:javassist:3.12.1.GA,Compile
br.com.caelum:vraptor:3.5.1,org.slf4j:slf4j-api:1.6.1,Compile
br.com.caelum:vraptor:3.5.1,org.slf4j:slf4j-log4j12:1.6.1,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-asm:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-core:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-context:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,javax.annotation:jsr250-api:1.0,Compile
br.com.caelum:vraptor:3.5.1,joda-time:joda-time:1.6,Compile
br.com.caelum:vraptor:3.5.1,org.springframework:spring-beans:3.0.5.RELEASE,Compile
br.com.caelum:vraptor:3.5.1,net.vidageek:mirror:1.6.1,Compile
br.com.caelum:vraptor:3.5.1,org.objenesis:objenesis:1.3,Compile
br.com.caelum:vraptor:3.5.1,com.thoughtworks.paranamer:paranamer:2.5.2,Compile
br.com.caelum:vraptor:3.5.1,net.sf.scannotation:scannotation:1.0.2,Compile
br.com.caelum:vraptor:3.5.1,com.thoughtworks.xstream:xstream:1.3.1,Compile
