library,dependency,type
co.cask.hbase:hbase:0.94.6.1.cask,com.google.guava:guava:11.0.2,Compile
co.cask.hbase:hbase:0.94.6.1.cask,javax.xml.bind:jaxb-api:2.1,Compile
co.cask.hbase:hbase:0.94.6.1.cask,com.yammer.metrics:metrics-core:2.1.2,Compile
co.cask.hbase:hbase:0.94.6.1.cask,commons-io:commons-io:2.1,Compile
co.cask.hbase:hbase:0.94.6.1.cask,commons-lang:commons-lang:2.5,Compile
co.cask.hbase:hbase:0.94.6.1.cask,org.apache.zookeeper:zookeeper:3.4.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.google.guava:guava:19.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:2.0.0,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:2.0.0,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.joestelmach:natty:0.11,Compile
co.cask.wrangler:wrangler-core:2.0.0,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:2.0.0,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.slf4j:jcl-over-slf4j:1.7.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.slf4j:slf4j-api:1.7.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.github.filosganga:geogson-core:1.1.97,Compile
co.cask.wrangler:wrangler-core:2.0.0,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:2.0.0,co.cask.cdap:cdap-etl-core:4.2.0,Compile
co.cask.wrangler:wrangler-core:2.0.0,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.google.guava:guava:20.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.antlr:antlr4:4.7,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.github.filosganga:geogson-core:1.1.97,Compile
co.cask.wrangler:wrangler-core:3.0.0,commons-validator:commons-validator:1.6,Compile
co.cask.wrangler:wrangler-core:3.0.0,co.cask.wrangler:wrangler-api:3.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:3.0.0,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:3.0.0,com.joestelmach:natty:0.13,Compile
co.cask.wrangler:wrangler-core:3.0.0,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.0,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:3.0.0,org.reflections:reflections:0.9.11,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:3.0.2,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:3.0.2,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.google.guava:guava:20.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.github.filosganga:geogson-core:1.1.97,Compile
co.cask.wrangler:wrangler-core:3.0.2,co.cask.wrangler:wrangler-api:3.0.2,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.antlr:antlr4:4.7,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.reflections:reflections:0.9.9,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.2,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:3.0.2,com.joestelmach:natty:0.13,Compile
co.cask.wrangler:wrangler-core:3.0.2,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:3.0.2,commons-validator:commons-validator:1.6,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.3,co.cask.wrangler:wrangler-api:3.0.3,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.3,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:3.0.3,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.github.filosganga:geogson-core:1.1.97,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.google.guava:guava:20.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:3.0.3,commons-validator:commons-validator:1.6,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.antlr:antlr4:4.7,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.reflections:reflections:0.9.9,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:3.0.3,com.joestelmach:natty:0.13,Compile
co.cask.wrangler:wrangler-core:3.0.3,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.3,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:3.0.3,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:3.0.4,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:3.0.4,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.antlr:antlr4:4.7,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.github.filosganga:geogson-core:1.1.97,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.reflections:reflections:0.9.9,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:3.0.4,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.joestelmach:natty:0.13,Compile
co.cask.wrangler:wrangler-core:3.0.4,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,commons-validator:commons-validator:1.6,Compile
co.cask.wrangler:wrangler-core:3.0.4,com.google.guava:guava:20.0,Compile
co.cask.wrangler:wrangler-core:3.0.4,co.cask.wrangler:wrangler-api:3.0.4,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.github.mpkorstanje:simmetrics-core:4.1.1,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.poi:poi-ooxml:3.16,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.poi:poi:3.16,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.reflections:reflections:0.9.9,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.httpcomponents:httpclient:4.5.3,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.commons:commons-jexl3:3.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.commons:commons-lang3:3.5,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.jayway.jsonpath:json-path:2.2.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.unix4j:unix4j-command:0.4,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.commons:commons-csv:1.4,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.json:json:RELEASE,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.antlr:antlr4:4.7,Compile
co.cask.wrangler:wrangler-core:3.1.0,co.cask.wrangler:wrangler-api:3.1.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.google.guava:guava:20.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.commons:commons-math3:3.6.1,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.joestelmach:natty:0.13,Compile
co.cask.wrangler:wrangler-core:3.1.0,nl.basjes.parse.httpdlog:httpdlog-parser:3.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,commons-validator:commons-validator:1.6,Compile
co.cask.wrangler:wrangler-core:3.1.0,commons-io:commons-io:2.5,Compile
co.cask.wrangler:wrangler-core:3.1.0,io.dataapps.chlorine:chlorine-finder:1.1.5,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v26:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v251:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v25:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v24:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v231:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v23:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v22:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-structures-v21:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,ca.uhn.hapi:hapi-base:2.2,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.bouncycastle:bcprov-jdk15on:1.56,Compile
co.cask.wrangler:wrangler-core:3.1.0,org.apache.avro:avro:1.8.1,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.google.protobuf:protobuf-java:3.3.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.github.rholder:guava-retrying:2.0.0,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.ximpleware:vtd-xml:2.13,Compile
co.cask.wrangler:wrangler-core:3.1.0,joda-time:joda-time:2.9.7,Compile
co.cask.wrangler:wrangler-core:3.1.0,com.github.filosganga:geogson-core:1.1.97,Compile
com.actelion.research:orbit-image-analysis:2.52,org.sonatype.sisu.inject:cglib:2.2.1-v20090111,Compile
com.actelion.research:orbit-image-analysis:2.52,org.quartz-scheduler:quartz:2.1.1,Compile
com.actelion.research:orbit-image-analysis:2.52,com.fifesoft:autocomplete:2.6.1,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.insubstantial:substance-flamingo:7.3,Compile
com.actelion.research:orbit-image-analysis:2.52,com.google.guava:guava:21.0,Compile
com.actelion.research:orbit-image-analysis:2.52,nz.ac.waikato.cms.weka:weka-stable:3.8.0,Compile
com.actelion.research:orbit-image-analysis:2.52,nz.ac.waikato.cms.weka.thirdparty:bounce:0.18,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.fommil.netlib:core:1.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.fommil.netlib:generator:1.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.insubstantial:substance:7.3,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.fommil.netlib:native_system-java:1.1,Compile
com.actelion.research:orbit-image-analysis:2.52,ome:formats-gpl:5.4.0,Compile
com.actelion.research:orbit-image-analysis:2.52,sc.fiji:legacy-imglib1:2.0.0-SNAPSHOT,Compile
com.actelion.research:orbit-image-analysis:2.52,org.xerial:sqlite-jdbc:3.16.1,Compile
com.actelion.research:orbit-image-analysis:2.52,org.codehaus.gpars:gpars:1.2.1,Compile
com.actelion.research:orbit-image-analysis:2.52,org.codehaus.groovy:groovy-all:2.4.10,Compile
com.actelion.research:orbit-image-analysis:2.52,net.imglib2:imglib2:3.2.1,Compile
com.actelion.research:orbit-image-analysis:2.52,org.codelibs:jcifs:1.3.18.1,Compile
com.actelion.research:orbit-image-analysis:2.52,org.apache.commons:commons-math3:3.6,Compile
com.actelion.research:orbit-image-analysis:2.52,gov.nih.imagej:imagej:1.46,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.jai-imageio:jai-imageio-jpeg2000:1.3.0,Compile
com.actelion.research:orbit-image-analysis:2.52,ch.qos.logback:logback-classic:1.1.7,Compile
com.actelion.research:orbit-image-analysis:2.52,com.actelion.research:map-reduce-exec-spark:1.0.2,Compile
com.actelion.research:orbit-image-analysis:2.52,org.swinglabs:swingx:1.6.1,Compile
com.actelion.research:orbit-image-analysis:2.52,com.actelion.research:image-provider-omero:1.3.9,Compile
com.actelion.research:orbit-image-analysis:2.52,com.actelion.research:lib-orbit-common:1.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,io.dropwizard.metrics:metrics-core:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,io.dropwizard.metrics:metrics-jvm:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,com.actelion.research:map-reduce-generic:1.0.8,Compile
com.actelion.research:orbit-image-analysis:2.52,io.dropwizard.metrics:metrics-graphite:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.52,com.github.jai-imageio:jai-imageio-core:1.3.1,Compile
com.actelion.research:orbit-image-analysis:2.52,javax.media:jai-core:1.1.3,Compile
com.actelion.research:orbit-image-analysis:2.52,net.java.linoleum:jlfgr:1_0,Compile
com.actelion.research:orbit-image-analysis:2.52,com.fifesoft:rsyntaxtextarea:2.6.1,Compile
com.actelion.research:orbit-image-analysis:2.52,com.sun.media:jai-codec:1.1.3,Compile
com.actelion.research:orbit-image-analysis:2.52,org.jaitools:jt-utils:1.4.0,Compile
com.actelion.research:orbit-image-analysis:2.52,com.thoughtworks.xstream:xstream:1.4.9,Compile
com.actelion.research:orbit-image-analysis:2.53,com.actelion.research:image-provider-omero:1.4.0,Compile
com.actelion.research:orbit-image-analysis:2.53,org.swinglabs:swingx:1.6.1,Compile
com.actelion.research:orbit-image-analysis:2.53,com.github.jai-imageio:jai-imageio-jpeg2000:1.3.0,Compile
com.actelion.research:orbit-image-analysis:2.53,com.github.jai-imageio:jai-imageio-core:1.3.1,Compile
com.actelion.research:orbit-image-analysis:2.53,javax.media:jai-core:1.1.3,Compile
com.actelion.research:orbit-image-analysis:2.53,com.sun.media:jai-codec:1.1.3,Compile
com.actelion.research:orbit-image-analysis:2.53,org.jaitools:jt-utils:1.4.0,Compile
com.actelion.research:orbit-image-analysis:2.53,com.thoughtworks.xstream:xstream:1.4.9,Compile
com.actelion.research:orbit-image-analysis:2.53,io.dropwizard.metrics:metrics-jvm:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.53,com.actelion.research:lib-orbit-common:1.1.2,Compile
com.actelion.research:orbit-image-analysis:2.53,io.dropwizard.metrics:metrics-core:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.53,org.sonatype.sisu.inject:cglib:2.2.1-v20090111,Compile
com.actelion.research:orbit-image-analysis:2.53,org.apache.commons:commons-math3:3.6,Compile
com.actelion.research:orbit-image-analysis:2.53,sc.fiji:legacy-imglib1:2.0.0-SNAPSHOT,Compile
com.actelion.research:orbit-image-analysis:2.53,com.actelion.research:map-reduce-exec-spark:1.0.2,Compile
com.actelion.research:orbit-image-analysis:2.53,com.actelion.research:map-reduce-generic:1.0.8,Compile
com.actelion.research:orbit-image-analysis:2.53,io.dropwizard.metrics:metrics-graphite:3.1.2,Compile
com.actelion.research:orbit-image-analysis:2.53,org.quartz-scheduler:quartz:2.1.1,Compile
com.actelion.research:orbit-image-analysis:2.53,net.java.linoleum:jlfgr:1_0,Compile
com.actelion.research:orbit-image-analysis:2.53,com.google.guava:guava:21.0,Compile
com.actelion.research:orbit-image-analysis:2.53,ch.qos.logback:logback-classic:1.1.7,Compile
com.actelion.research:orbit-image-analysis:2.53,com.fifesoft:autocomplete:2.6.1,Compile
com.actelion.research:orbit-image-analysis:2.53,com.github.insubstantial:substance-flamingo:7.3,Compile
com.actelion.research:orbit-image-analysis:2.53,org.xerial:sqlite-jdbc:3.16.1,Compile
com.actelion.research:orbit-image-analysis:2.53,com.fifesoft:rsyntaxtextarea:2.6.1,Compile
com.actelion.research:orbit-image-analysis:2.53,org.codehaus.gpars:gpars:1.2.1,Compile
com.actelion.research:orbit-image-analysis:2.53,org.codehaus.groovy:groovy-all:2.4.10,Compile
com.actelion.research:orbit-image-analysis:2.53,net.imglib2:imglib2:3.2.1,Compile
com.actelion.research:orbit-image-analysis:2.53,com.github.insubstantial:substance:7.3,Compile
com.actelion.research:orbit-image-analysis:2.53,org.codelibs:jcifs:1.3.18.1,Compile
com.actelion.research:orbit-image-analysis:2.53,gov.nih.imagej:imagej:1.46,Compile
com.actelion.research:orbit-image-analysis:2.53,nz.ac.waikato.cms.weka:weka-stable:3.8.0,Compile
com.actelion.research:orbit-image-analysis:2.53,nz.ac.waikato.cms.weka.thirdparty:bounce:0.18,Compile
com.actelion.research:orbit-image-analysis:2.53,com.github.fommil.netlib:native_system-java:1.1,Compile
